TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;107;6110.18;2000;1
Census Block;51;107;6110.18;2011;1
Census Block;51;107;6110.18;2012;1
Census Block;51;107;6110.18;2013;1
Census Block;51;107;6110.18;2014;1
Census Block;51;107;6110.18;2015;1
Census Block;51;107;6115.01;1000;1
Census Block;51;107;6115.01;1001;1
Census Block;51;107;6115.01;1002;1
Census Block;51;107;6115.01;1003;1
Census Block;51;107;6115.01;1004;1
Census Block;51;107;6115.01;1005;1
Census Block;51;107;6115.01;1006;1
Census Block;51;107;6115.01;1007;1
Census Block;51;107;6115.01;1008;1
Census Block;51;107;6115.01;1009;1
Census Block;51;107;6115.01;1010;1
Census Block;51;107;6115.01;1011;1
Census Block;51;107;6115.01;1012;1
Census Block;51;107;6115.01;1013;1
Census Block;51;107;6115.01;1014;1
Census Block;51;107;6115.01;1015;1
Census Block;51;107;6115.01;1016;1
Census Block;51;107;6115.01;1017;1
Census Block;51;107;6115.01;1018;1
Census Block;51;107;6115.01;1019;1
Census Block;51;107;6115.01;1020;1
Census Block;51;107;6115.01;1021;1
Census Block;51;107;6115.01;1022;1
Census Block;51;107;6115.01;1023;1
Census Block;51;107;6115.01;1024;1
Census Block;51;107;6115.01;1025;1
Census Block;51;107;6115.01;1026;1
Census Block;51;107;6115.01;1027;1
Census Block;51;107;6115.01;1028;1
Census Block;51;107;6115.01;1029;1
Census Block;51;107;6115.01;1030;1
Census Block;51;107;6115.01;1031;1
Census Block;51;107;6115.01;1032;1
Census Block;51;107;6115.01;1033;1
Census Block;51;107;6115.01;1034;1
Census Block;51;107;6115.01;1035;1
Census Block;51;107;6115.01;1036;1
Census Block;51;107;6115.01;1037;1
Census Block;51;107;6115.01;1038;1
Census Block;51;107;6115.01;1039;1
Census Block;51;107;6115.01;1040;1
Census Block;51;107;6115.01;1041;1
Census Block;51;107;6115.01;1042;1
Census Block;51;107;6115.01;1043;1
Census Block;51;107;6115.01;1044;1
Census Block;51;107;6115.01;1045;1
Census Block;51;107;6115.01;1046;1
Census Block;51;107;6115.01;1047;1
Census Block;51;107;6115.01;1048;1
Census Block;51;107;6115.01;1049;1
Census Block;51;107;6115.01;1050;1
Census Block;51;107;6115.01;1051;1
Census Block;51;107;6115.01;1052;1
Census Block;51;107;6115.01;1053;1
Census Block;51;107;6115.01;1054;1
Census Block;51;107;6115.01;1055;1
Census Block;51;107;6115.01;1056;1
Census Block;51;107;6115.01;1057;1
Census Block;51;107;6115.01;2000;1
Census Block;51;107;6115.01;2001;1
Census Block;51;107;6115.01;2002;1
Census Block;51;107;6115.01;2003;1
Census Block;51;107;6115.01;2004;1
Census Block;51;107;6115.01;2005;1
Census Block;51;107;6115.01;2006;1
Census Block;51;107;6115.01;2007;1
Census Block;51;107;6115.01;2008;1
Census Block;51;107;6115.01;2009;1
Census Block;51;107;6115.01;2010;1
Census Block;51;107;6115.01;2011;1
Census Block;51;107;6115.01;2012;1
Census Block;51;107;6115.01;2013;1
Census Block;51;107;6115.01;2014;1
Census Block;51;107;6115.01;2015;1
Census Block;51;107;6115.01;2016;1
Census Block;51;107;6115.01;2017;1
Census Block;51;107;6115.01;2018;1
Census Block;51;107;6115.01;2022;1
Census Block;51;107;6115.01;2023;1
Census Block;51;107;6115.01;2024;1
Census Block;51;107;6115.01;2025;1
Census Block;51;107;6115.01;2026;1
Census Block;51;107;6115.01;2027;1
Census Block;51;107;6115.01;2028;1
Census Block;51;107;6115.01;2029;1
Census Block;51;107;6115.01;2030;1
Census Block;51;107;6115.01;2031;1
Census Block;51;107;6115.01;2032;1
Census Block;51;107;6115.01;2034;1
Census Block;51;107;6115.01;2040;1
Census Block;51;107;6115.01;2041;1
Census Block;51;107;6115.02;1000;1
Census Block;51;107;6115.02;1001;1
Census Block;51;107;6115.02;1002;1
Census Block;51;107;6115.02;1003;1
Census Block;51;107;6115.02;1004;1
Census Block;51;107;6115.02;1005;1
Census Block;51;107;6115.02;1006;1
Census Block;51;107;6115.02;1007;1
Census Block;51;107;6115.02;1008;1
Census Block;51;107;6115.02;1009;1
Census Block;51;107;6115.02;1010;1
Census Block;51;107;6115.02;1011;1
Census Block;51;107;6115.02;1012;1
Census Block;51;107;6115.02;1013;1
Census Block;51;107;6115.02;1014;1
Census Block;51;107;6115.02;1015;1
Census Block;51;107;6115.02;1016;1
Census Block;51;107;6115.02;1017;1
Census Block;51;107;6115.02;1018;1
Census Block;51;107;6115.02;1019;1
Census Block;51;107;6115.02;1020;1
Census Block;51;107;6115.02;1021;1
Census Block;51;107;6115.02;1022;1
Census Block;51;107;6115.02;1023;1
Census Block;51;107;6115.02;1024;1
Census Block;51;107;6115.02;1025;1
Census Block;51;107;6115.02;1026;1
Census Block;51;107;6115.02;1027;1
Census Block;51;107;6115.02;1028;1
Census Block;51;107;6115.02;1029;1
Census Block;51;107;6115.02;1030;1
Census Block;51;107;6115.02;1031;1
Census Block;51;107;6115.02;1032;1
