TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;678;9305.00;1000;1
Census Block;51;678;9305.00;1001;1
Census Block;51;678;9305.00;1002;1
Census Block;51;678;9305.00;1003;1
Census Block;51;678;9305.00;1004;1
Census Block;51;678;9305.00;1005;1
Census Block;51;678;9305.00;1006;1
Census Block;51;678;9305.00;1007;1
Census Block;51;678;9305.00;1008;1
Census Block;51;678;9305.00;1009;1
Census Block;51;678;9305.00;1010;1
Census Block;51;678;9305.00;1011;1
Census Block;51;678;9305.00;1012;1
Census Block;51;678;9305.00;1013;1
Census Block;51;678;9305.00;1014;1
Census Block;51;678;9305.00;1015;1
Census Block;51;678;9305.00;1016;1
Census Block;51;678;9305.00;1017;1
Census Block;51;678;9305.00;1018;1
Census Block;51;678;9305.00;1019;1
Census Block;51;678;9305.00;1020;1
Census Block;51;678;9305.00;1021;1
Census Block;51;678;9305.00;1022;1
Census Block;51;678;9305.00;1023;1
Census Block;51;678;9305.00;1024;1
Census Block;51;678;9305.00;1025;1
Census Block;51;678;9305.00;1026;1
Census Block;51;678;9305.00;1027;1
Census Block;51;678;9305.00;1028;1
Census Block;51;678;9305.00;1029;1
Census Block;51;678;9305.00;1030;1
Census Block;51;678;9305.00;1031;1
Census Block;51;678;9305.00;1032;1
Census Block;51;678;9305.00;1033;1
Census Block;51;678;9305.00;1034;1
Census Block;51;678;9305.00;1035;1
Census Block;51;678;9305.00;2000;1
Census Block;51;678;9305.00;2001;1
Census Block;51;678;9305.00;2002;1
Census Block;51;678;9305.00;2003;1
Census Block;51;678;9305.00;2004;1
Census Block;51;678;9305.00;2005;1
Census Block;51;678;9305.00;2006;1
Census Block;51;678;9305.00;2007;1
Census Block;51;678;9305.00;2008;1
Census Block;51;678;9305.00;2009;1
Census Block;51;678;9305.00;2010;1
Census Block;51;678;9305.00;2011;1
Census Block;51;678;9305.00;2012;1
Census Block;51;678;9305.00;2013;1
Census Block;51;678;9305.00;2014;1
Census Block;51;678;9305.00;2015;1
Census Block;51;678;9305.00;2016;1
Census Block;51;678;9305.00;2017;1
Census Block;51;678;9305.00;2018;1
Census Block;51;678;9305.00;2019;1
Census Block;51;678;9305.00;2020;1
Census Block;51;678;9305.00;2021;1
Census Block;51;678;9305.00;2022;1
Census Block;51;678;9305.00;2023;1
Census Block;51;678;9305.00;2024;1
Census Block;51;678;9305.00;2025;1
Census Block;51;678;9305.00;2026;1
Census Block;51;678;9305.00;2027;1
Census Block;51;678;9305.00;2028;1
Census Block;51;678;9305.00;2029;1
Census Block;51;678;9305.00;2030;1
Census Block;51;678;9305.00;2031;1
Census Block;51;678;9305.00;2032;1
Census Block;51;678;9305.00;2033;1
Census Block;51;678;9305.00;2034;1
Census Block;51;678;9305.00;2035;1
Census Block;51;678;9305.00;2036;1
Census Block;51;678;9305.00;2037;1
Census Block;51;678;9305.00;2038;1
Census Block;51;678;9305.00;2039;1
Census Block;51;678;9305.00;2040;1
Census Block;51;678;9305.00;3000;1
Census Block;51;678;9305.00;3001;1
Census Block;51;678;9305.00;3002;1
Census Block;51;678;9305.00;3003;1
Census Block;51;678;9305.00;3004;1
Census Block;51;678;9305.00;3005;1
Census Block;51;678;9305.00;3006;1
Census Block;51;678;9305.00;3007;1
Census Block;51;678;9305.00;3008;1
Census Block;51;678;9305.00;3009;1
Census Block;51;678;9305.00;3010;1
Census Block;51;678;9305.00;3011;1
Census Block;51;678;9305.00;3012;1
Census Block;51;678;9305.00;3013;1
Census Block;51;678;9305.00;3014;1
Census Block;51;678;9305.00;3015;1
Census Block;51;678;9305.00;3016;1
Census Block;51;678;9305.00;3017;1
Census Block;51;678;9305.00;3018;1
Census Block;51;678;9305.00;3019;1
Census Block;51;678;9305.00;3020;1
Census Block;51;678;9305.00;3021;1
Census Block;51;678;9305.00;3022;1
Census Block;51;678;9305.00;3023;1
Census Block;51;678;9305.00;3024;1
Census Block;51;678;9305.00;3025;1
Census Block;51;678;9305.00;3026;1
Census Block;51;678;9305.00;3027;1
